obs,Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Month,Duration,Campaign,Previous,poutcome,Y
24405,45,management,single,tertiary,no,1411,no,no,cellular,sep,800,2,3,failure,1
24406,57,housemaid,married,tertiary,no,3760,no,no,cellular,nov,1070,1,0,unknown,0
24407,35,management,married,tertiary,no,0,no,no,cellular,jul,89,1,0,unknown,0
24408,54,management,divorced,tertiary,no,380,no,yes,cellular,dec,501,1,2,success,0
24409,40,management,married,tertiary,no,0,no,no,cellular,jul,109,8,0,unknown,0
24410,26,technician,married,secondary,no,876,yes,no,unknown,may,713,1,0,unknown,0
24411,31,management,single,tertiary,no,1836,yes,no,cellular,aug,177,2,0,unknown,0
24412,42,technician,divorced,secondary,no,611,yes,no,cellular,apr,804,2,5,failure,0
24413,39,housemaid,married,secondary,no,1444,no,no,telephone,jul,362,8,0,unknown,1
24414,40,blue-collar,married,primary,no,309,yes,no,cellular,may,221,2,0,unknown,0
24415,40,housemaid,married,secondary,no,116,no,no,cellular,aug,1099,4,0,unknown,0
24416,36,self-employed,single,tertiary,no,4634,no,no,cellular,jan,162,1,0,unknown,0
24417,39,blue-collar,married,primary,no,0,no,no,unknown,jun,178,1,0,unknown,0
24418,48,blue-collar,married,primary,no,750,yes,no,cellular,may,90,6,0,unknown,0
24419,33,blue-collar,married,secondary,no,88,yes,no,unknown,may,57,2,0,unknown,0
24420,43,management,married,tertiary,no,0,no,no,unknown,jun,46,1,0,unknown,0
24421,23,student,single,secondary,no,8494,no,no,cellular,aug,158,2,0,unknown,0
24422,48,services,married,secondary,no,485,yes,no,cellular,nov,254,5,0,unknown,0
24423,59,retired,divorced,primary,no,-138,yes,yes,unknown,may,89,4,0,unknown,0
24424,44,management,married,tertiary,no,58,yes,no,cellular,nov,48,1,3,failure,0
24425,38,admin.,married,primary,no,464,no,yes,unknown,jun,86,2,0,unknown,0
24426,30,admin.,married,unknown,no,4,yes,no,cellular,jul,176,21,0,unknown,0
24427,59,services,married,primary,no,31,no,no,unknown,jun,41,3,0,unknown,0
24428,28,management,single,tertiary,no,111,yes,yes,cellular,jul,230,2,0,unknown,0
24429,33,blue-collar,married,secondary,no,-53,yes,no,unknown,may,172,1,0,unknown,0
24430,42,technician,married,secondary,no,827,no,no,cellular,aug,153,3,0,unknown,0
24431,54,technician,married,secondary,no,306,no,no,cellular,feb,107,1,0,unknown,0
24432,45,technician,single,tertiary,no,1403,yes,no,unknown,may,111,1,0,unknown,0
24433,47,blue-collar,married,primary,no,3067,yes,no,cellular,may,141,2,0,unknown,0
24434,48,management,married,tertiary,no,60,no,no,telephone,may,376,2,7,failure,0
24435,31,admin.,single,secondary,no,140,yes,yes,cellular,may,111,1,0,unknown,0
24436,44,self-employed,married,secondary,no,264,yes,no,unknown,may,198,2,0,unknown,0
24437,34,unemployed,married,tertiary,no,425,no,no,cellular,feb,289,2,0,unknown,0
24438,54,entrepreneur,married,unknown,no,19,yes,no,cellular,may,103,1,1,failure,0
24439,69,retired,married,primary,no,579,no,no,cellular,aug,230,1,0,unknown,0
24440,51,blue-collar,married,primary,no,129,yes,no,cellular,may,611,2,0,unknown,1
24441,31,self-employed,single,tertiary,no,17924,yes,no,cellular,may,745,1,3,failure,1
24442,37,admin.,married,secondary,no,2320,yes,no,cellular,apr,59,3,1,other,0
24443,36,technician,married,secondary,no,-257,no,no,cellular,jul,24,26,0,unknown,0
24444,34,management,married,tertiary,no,1770,yes,no,unknown,nov,26,1,11,other,0
24445,38,services,married,secondary,no,0,yes,no,telephone,jul,121,2,0,unknown,0
24446,52,housemaid,married,tertiary,no,51,no,no,unknown,jul,88,1,0,unknown,0
24447,29,services,married,secondary,no,363,yes,no,cellular,may,164,1,0,unknown,0
24448,58,management,divorced,tertiary,no,315,yes,no,cellular,apr,121,2,2,failure,0
24449,40,admin.,married,secondary,no,451,yes,yes,unknown,may,257,1,0,unknown,0
24450,40,blue-collar,married,primary,no,887,yes,no,cellular,apr,54,1,0,unknown,0
24451,29,management,married,tertiary,no,1,yes,yes,unknown,may,49,1,0,unknown,0
24452,28,admin.,divorced,secondary,no,785,yes,no,unknown,may,442,2,0,unknown,1
24453,50,admin.,married,secondary,no,106,no,yes,cellular,aug,59,2,0,unknown,0
24454,49,management,married,tertiary,no,3840,yes,no,unknown,may,146,4,0,unknown,0
24455,37,services,married,secondary,no,1543,yes,no,cellular,may,451,4,2,success,0
24456,38,blue-collar,married,secondary,no,194,yes,no,cellular,apr,576,4,7,failure,0
24457,31,technician,married,secondary,no,439,no,no,unknown,oct,5,1,0,unknown,0
24458,28,management,single,secondary,no,2840,no,no,cellular,apr,227,5,0,unknown,1
24459,35,management,single,tertiary,no,361,yes,no,cellular,aug,169,2,0,unknown,0
24460,42,blue-collar,married,primary,no,161,yes,no,unknown,jun,365,3,0,unknown,0
24461,51,management,married,tertiary,no,79,no,yes,cellular,aug,209,7,0,unknown,0
24462,58,housemaid,married,primary,no,1274,no,no,unknown,jun,35,7,0,unknown,0
24463,37,management,single,tertiary,no,7612,no,no,cellular,jul,1206,4,0,unknown,0
24464,37,technician,married,secondary,no,5902,yes,no,cellular,nov,191,1,4,failure,0
24465,51,technician,single,secondary,no,17092,no,no,cellular,nov,35,1,0,unknown,0
24466,38,technician,single,secondary,no,46,no,no,cellular,aug,90,2,0,unknown,0
24467,27,management,single,tertiary,no,88,no,no,cellular,may,143,1,0,unknown,0
24468,31,admin.,single,tertiary,no,541,no,no,cellular,feb,100,1,0,unknown,0
24469,25,blue-collar,single,secondary,no,1857,yes,no,cellular,oct,187,1,12,success,1
24470,58,retired,married,primary,no,0,yes,no,unknown,jun,204,4,0,unknown,0
24471,26,blue-collar,married,secondary,no,1101,no,no,telephone,jul,206,1,0,unknown,0
24472,22,student,single,secondary,no,364,yes,no,unknown,may,282,1,0,unknown,0
24473,29,technician,single,tertiary,no,47,yes,no,unknown,may,111,11,0,unknown,0
24474,36,entrepreneur,married,tertiary,no,0,no,no,unknown,jun,87,3,0,unknown,0
24475,33,management,married,secondary,no,165,yes,no,telephone,feb,126,3,15,other,0
24476,34,services,married,secondary,no,1005,yes,no,cellular,jul,274,3,0,unknown,0
24477,41,blue-collar,married,secondary,no,946,yes,no,unknown,may,325,1,0,unknown,0
24478,45,management,divorced,tertiary,yes,-946,yes,no,cellular,may,213,1,0,unknown,0
24479,40,admin.,single,tertiary,no,27,no,no,cellular,aug,467,2,0,unknown,1
24480,54,technician,divorced,secondary,no,258,no,no,cellular,feb,294,3,0,unknown,0
24481,44,management,married,tertiary,no,10950,yes,no,cellular,aug,84,1,0,unknown,0
24482,34,blue-collar,single,secondary,no,20,yes,yes,cellular,nov,262,2,0,unknown,0
24483,60,technician,married,tertiary,no,6573,yes,no,cellular,aug,75,1,1,failure,0
24484,29,technician,single,secondary,no,382,no,no,cellular,aug,64,3,3,other,0
24485,30,management,married,tertiary,no,1814,yes,no,cellular,may,207,4,0,unknown,0
24486,31,technician,married,tertiary,no,0,yes,no,cellular,jul,266,6,0,unknown,0
24487,28,services,single,primary,no,307,no,no,cellular,apr,132,1,0,unknown,0
24488,48,admin.,married,secondary,no,2533,no,no,cellular,apr,714,2,1,failure,0
24489,37,technician,married,secondary,no,1109,yes,no,cellular,may,62,1,5,failure,0
24490,34,services,single,secondary,no,66,no,yes,unknown,jun,450,2,0,unknown,0
24491,29,services,married,secondary,no,340,yes,yes,unknown,may,297,1,0,unknown,0
24492,25,management,married,tertiary,no,937,yes,no,cellular,jul,115,1,0,unknown,0
24493,51,blue-collar,married,primary,no,864,yes,no,cellular,may,321,1,0,unknown,0
24494,32,admin.,married,secondary,no,51,yes,yes,cellular,jul,297,1,0,unknown,1
24495,56,retired,married,secondary,no,3738,yes,no,cellular,apr,156,1,6,other,1
24496,57,management,married,secondary,no,123,no,no,cellular,feb,154,2,0,unknown,0
24497,33,management,married,tertiary,no,1657,yes,no,unknown,may,342,4,0,unknown,0
24498,44,services,married,secondary,no,-230,yes,yes,unknown,may,99,1,0,unknown,0
24499,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,nov,653,1,0,unknown,1
24500,46,services,married,unknown,no,80,yes,no,unknown,may,245,2,0,unknown,0
24501,58,housemaid,married,primary,no,935,yes,no,unknown,jun,272,2,0,unknown,0
24502,47,housemaid,divorced,primary,no,1405,no,no,unknown,jun,127,1,0,unknown,0
24503,33,management,single,tertiary,no,1909,no,no,cellular,aug,191,2,0,unknown,0
24504,35,blue-collar,married,primary,no,147,yes,no,cellular,may,358,1,3,failure,0
24505,38,technician,married,secondary,no,0,no,no,cellular,aug,431,5,0,unknown,0
24506,26,technician,married,tertiary,no,233,yes,no,cellular,jul,175,1,0,unknown,0
24507,44,blue-collar,married,primary,no,-544,yes,yes,unknown,may,181,3,0,unknown,0
24508,34,admin.,single,secondary,no,673,yes,no,cellular,jan,89,1,2,failure,0
24509,51,blue-collar,married,primary,no,0,yes,no,cellular,jul,324,1,0,unknown,0
24510,26,blue-collar,single,secondary,no,5,no,no,telephone,jul,54,3,0,unknown,0
24511,51,management,married,tertiary,no,0,no,no,cellular,aug,111,2,0,unknown,0
24512,53,retired,divorced,primary,no,1126,no,no,unknown,jun,92,3,0,unknown,0
24513,30,services,single,secondary,no,695,yes,no,unknown,may,203,1,0,unknown,0
24514,35,management,single,tertiary,no,243,yes,no,unknown,may,102,3,0,unknown,0
24515,40,technician,single,unknown,no,-5,yes,no,unknown,may,78,2,0,unknown,0
24516,34,admin.,married,secondary,no,-142,yes,no,cellular,feb,107,3,0,unknown,0
24517,33,technician,married,tertiary,no,463,no,no,cellular,aug,390,7,0,unknown,0
24518,40,unemployed,single,secondary,no,1744,yes,no,unknown,may,465,11,0,unknown,0
24519,60,management,married,primary,no,92,no,no,telephone,feb,447,1,0,unknown,0
24520,46,services,married,primary,no,830,yes,yes,cellular,jul,211,2,0,unknown,0
24521,29,unemployed,single,primary,no,34,no,no,cellular,feb,227,1,0,unknown,0
24522,35,technician,single,secondary,no,450,yes,no,cellular,may,63,1,0,unknown,0
24523,32,blue-collar,married,primary,no,2085,yes,yes,cellular,nov,146,1,3,failure,0
24524,42,blue-collar,married,primary,no,666,yes,no,unknown,may,202,3,0,unknown,0
24525,38,housemaid,married,tertiary,no,1437,yes,no,telephone,jul,100,11,0,unknown,0
24526,42,blue-collar,married,secondary,no,139,yes,no,unknown,may,166,1,0,unknown,0
24527,30,management,single,tertiary,no,167,no,no,cellular,jan,320,2,0,unknown,0
24528,47,blue-collar,married,secondary,no,8,no,no,unknown,may,64,4,0,unknown,0
24529,32,technician,single,secondary,no,2979,no,no,cellular,may,156,1,0,unknown,0
24530,32,blue-collar,single,secondary,no,1670,yes,no,cellular,may,183,1,0,unknown,0
24531,50,admin.,married,secondary,no,159,yes,no,unknown,may,216,2,0,unknown,0
24532,38,technician,divorced,secondary,no,902,yes,no,cellular,feb,650,1,0,unknown,1
24533,57,retired,married,secondary,no,1794,no,yes,unknown,jun,13,3,0,unknown,0
24534,57,retired,married,primary,no,5010,no,no,cellular,nov,570,4,0,unknown,0
24535,31,management,married,tertiary,no,898,no,no,cellular,nov,578,1,0,unknown,0
24536,35,admin.,single,tertiary,no,994,no,no,cellular,apr,400,1,2,failure,1
24537,57,technician,married,unknown,no,345,yes,no,unknown,may,125,1,0,unknown,0
24538,45,blue-collar,single,primary,no,999,no,no,cellular,jan,182,2,0,unknown,0
24539,31,management,married,tertiary,no,2,yes,no,cellular,jul,234,1,0,unknown,0
24540,44,blue-collar,married,primary,no,143,yes,no,unknown,may,153,1,0,unknown,0
24541,50,management,divorced,tertiary,no,83,yes,no,cellular,aug,40,2,0,unknown,0
24542,35,technician,single,secondary,no,103,yes,no,unknown,may,290,2,0,unknown,0
24543,34,admin.,single,secondary,no,69,yes,no,telephone,may,92,3,4,other,0
24544,41,technician,single,tertiary,no,1646,yes,no,cellular,feb,261,1,6,success,1
24545,31,blue-collar,married,primary,no,11,yes,no,unknown,may,399,3,0,unknown,0
24546,52,management,married,tertiary,no,749,no,yes,cellular,feb,342,2,0,unknown,0
24547,50,technician,single,secondary,no,246,yes,no,cellular,jul,174,2,0,unknown,0
24548,34,services,married,secondary,yes,421,yes,no,unknown,may,247,3,0,unknown,0
24549,37,technician,married,tertiary,no,0,yes,no,cellular,nov,77,1,0,unknown,0
24550,28,management,single,tertiary,no,202,yes,no,unknown,may,163,3,0,unknown,0
24551,31,admin.,single,secondary,no,320,yes,no,cellular,may,376,2,0,unknown,0
24552,46,admin.,married,secondary,no,556,yes,yes,unknown,may,646,3,0,unknown,1
24553,27,blue-collar,married,secondary,no,-335,yes,yes,unknown,jun,324,1,0,unknown,0
24554,63,retired,married,primary,no,1084,no,no,cellular,oct,201,1,1,success,0
24555,35,blue-collar,married,secondary,no,218,yes,no,cellular,jul,128,2,0,unknown,0
24556,51,management,married,tertiary,no,1069,no,no,unknown,jun,27,7,0,unknown,0
24557,45,management,married,tertiary,no,1363,yes,no,unknown,may,657,5,0,unknown,0
24558,37,management,single,tertiary,no,2173,no,no,cellular,nov,158,3,1,failure,0
24559,36,technician,single,secondary,no,966,no,no,cellular,oct,135,2,13,failure,0
24560,47,admin.,single,secondary,no,3696,no,no,cellular,jul,250,2,4,success,1
24561,32,entrepreneur,married,tertiary,no,964,yes,no,cellular,nov,130,1,2,failure,0
24562,27,services,single,secondary,no,777,yes,no,unknown,may,131,3,0,unknown,0
24563,84,retired,married,tertiary,no,4761,no,no,telephone,sep,1405,1,3,failure,1
24564,26,management,single,tertiary,no,1623,no,no,cellular,jun,479,1,0,unknown,1
24565,40,blue-collar,married,secondary,no,4,yes,yes,unknown,may,263,1,0,unknown,0
24566,49,blue-collar,married,secondary,no,-327,yes,no,cellular,may,423,1,0,unknown,0
24567,44,blue-collar,married,primary,no,0,yes,no,cellular,may,17,1,0,unknown,0
24568,29,services,married,secondary,no,222,yes,no,cellular,feb,197,1,23,failure,0
24569,37,management,married,tertiary,yes,-22,no,no,cellular,jan,128,1,0,unknown,0
24570,55,management,married,primary,no,2587,no,no,cellular,sep,328,2,2,success,1
24571,43,blue-collar,married,primary,no,0,no,no,unknown,jun,30,1,0,unknown,0
24572,33,management,married,tertiary,no,2126,no,no,cellular,aug,174,2,0,unknown,0
24573,36,technician,married,secondary,no,-393,no,no,telephone,aug,119,4,0,unknown,0
24574,44,management,single,tertiary,no,1424,yes,no,cellular,aug,201,2,0,unknown,0
24575,46,blue-collar,married,primary,no,687,no,no,cellular,aug,125,13,0,unknown,0
24576,35,retired,married,primary,no,285,yes,no,cellular,jan,136,1,0,unknown,0
24577,28,management,single,tertiary,no,204,yes,no,unknown,may,247,1,0,unknown,0
24578,49,blue-collar,married,primary,no,4455,yes,no,cellular,nov,140,1,0,unknown,0
24579,33,services,divorced,secondary,no,327,yes,no,unknown,may,109,1,0,unknown,0
24580,45,technician,married,secondary,no,2128,no,yes,cellular,nov,48,3,0,unknown,0
24581,29,technician,single,secondary,no,18,no,no,cellular,feb,206,3,0,unknown,0
24582,41,entrepreneur,married,secondary,no,718,yes,no,unknown,may,318,2,0,unknown,0
24583,57,technician,single,secondary,no,806,yes,no,unknown,may,77,1,0,unknown,0
24584,58,blue-collar,married,secondary,no,1298,yes,no,unknown,may,516,4,0,unknown,0
24585,38,management,divorced,tertiary,no,714,yes,no,cellular,apr,163,2,0,unknown,0
24586,51,blue-collar,married,secondary,no,0,yes,no,unknown,may,173,2,0,unknown,0
24587,46,blue-collar,married,secondary,no,524,yes,no,telephone,may,15,7,0,unknown,0
24588,45,blue-collar,married,primary,no,179,no,no,cellular,aug,122,3,0,unknown,0
24589,27,blue-collar,single,secondary,no,3792,no,no,cellular,apr,279,2,0,unknown,1
24590,33,technician,married,secondary,no,6419,no,no,cellular,aug,419,3,0,unknown,0
24591,30,management,single,tertiary,no,82,no,no,cellular,feb,48,3,0,unknown,0
24592,33,technician,divorced,secondary,no,0,yes,no,cellular,may,177,2,0,unknown,0
24593,38,management,married,tertiary,no,413,no,no,cellular,oct,252,2,3,success,1
24594,34,management,single,tertiary,no,886,yes,no,cellular,aug,104,2,0,unknown,0
24595,30,technician,married,secondary,no,-287,yes,no,cellular,jul,244,3,0,unknown,0
24596,59,management,married,primary,no,3831,no,no,telephone,jul,87,4,0,unknown,0
24597,47,blue-collar,divorced,secondary,no,25,yes,no,cellular,may,166,1,0,unknown,0
24598,32,admin.,single,secondary,no,344,no,no,cellular,may,530,2,0,unknown,1
24599,30,entrepreneur,married,primary,no,501,yes,yes,cellular,may,323,2,0,unknown,0
24600,37,technician,married,secondary,no,712,yes,no,cellular,nov,291,2,0,unknown,0
24601,34,self-employed,married,primary,no,7468,yes,yes,cellular,apr,383,1,0,unknown,1
24602,49,services,married,unknown,no,463,yes,no,telephone,jul,541,2,0,unknown,0
24603,36,technician,single,secondary,no,7503,yes,no,unknown,jun,25,1,0,unknown,0
24604,33,blue-collar,single,secondary,no,-320,no,no,cellular,may,268,2,0,unknown,0
24605,60,management,divorced,primary,no,21,no,yes,telephone,jul,113,3,0,unknown,0
24606,29,technician,single,secondary,no,-219,yes,no,cellular,may,85,3,2,failure,0
24607,39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,apr,882,3,0,unknown,1
24608,45,entrepreneur,married,primary,no,5315,yes,yes,cellular,may,262,2,0,unknown,0
24609,28,unemployed,married,secondary,no,455,no,no,cellular,jul,286,1,0,unknown,0
24610,28,management,single,secondary,no,-994,yes,yes,cellular,jul,174,2,0,unknown,0
24611,51,services,married,secondary,no,615,no,no,cellular,feb,1110,2,0,unknown,0
24612,41,admin.,single,secondary,no,4464,yes,no,telephone,jul,1425,2,0,unknown,0
24613,43,management,married,tertiary,no,703,yes,no,cellular,may,67,1,0,unknown,0
24614,62,retired,married,tertiary,no,2557,yes,no,cellular,nov,404,1,8,success,1
24615,54,retired,single,secondary,no,129,no,yes,cellular,jul,867,2,0,unknown,1
24616,42,blue-collar,divorced,primary,no,299,yes,no,cellular,jan,305,2,2,failure,0
24617,45,blue-collar,married,primary,no,1945,yes,no,cellular,may,63,4,0,unknown,0
24618,46,technician,divorced,secondary,no,164,yes,no,unknown,may,229,2,0,unknown,0
24619,38,management,divorced,tertiary,no,554,no,no,cellular,nov,45,1,4,failure,0
24620,33,technician,single,secondary,no,3499,yes,no,cellular,may,143,3,1,other,0
24621,35,management,married,tertiary,no,82,no,no,cellular,aug,507,4,0,unknown,1
24622,36,blue-collar,married,secondary,no,222,yes,no,unknown,may,188,1,0,unknown,0
24623,26,blue-collar,single,secondary,no,535,yes,yes,unknown,may,252,1,0,unknown,0
24624,45,admin.,married,secondary,no,215,yes,yes,cellular,may,14,4,0,unknown,0
24625,42,entrepreneur,married,tertiary,no,1068,yes,no,unknown,jun,70,8,0,unknown,0
24626,42,blue-collar,married,primary,no,704,yes,yes,telephone,jul,88,10,0,unknown,0
24627,57,retired,married,secondary,no,3783,yes,no,unknown,jun,198,3,0,unknown,0
24628,37,entrepreneur,married,tertiary,no,1649,no,yes,cellular,jul,140,3,0,unknown,1
24629,34,technician,single,tertiary,no,2658,yes,no,cellular,mar,265,1,2,failure,0
24630,53,entrepreneur,married,tertiary,no,2884,yes,no,unknown,may,165,4,0,unknown,0
24631,40,blue-collar,married,secondary,no,1386,yes,yes,cellular,apr,396,3,4,other,0
24632,53,management,married,unknown,no,12001,no,no,unknown,jun,207,1,0,unknown,0
24633,27,management,single,tertiary,yes,0,yes,no,unknown,may,352,1,0,unknown,0
24634,57,unemployed,divorced,secondary,no,753,no,no,cellular,jul,730,8,0,unknown,0
24635,52,management,married,tertiary,no,7,no,no,cellular,aug,366,2,0,unknown,0
24636,57,admin.,married,secondary,no,2,no,no,telephone,jul,144,2,0,unknown,0
24637,43,unemployed,married,primary,no,-178,yes,no,unknown,may,191,2,0,unknown,0
24638,42,technician,single,secondary,no,0,yes,no,unknown,may,275,4,0,unknown,0
24639,29,management,single,tertiary,no,15459,no,no,cellular,feb,264,7,0,unknown,1
24640,59,retired,married,secondary,no,263,no,no,cellular,aug,601,2,0,unknown,0
24641,26,blue-collar,married,secondary,no,557,yes,yes,unknown,may,282,2,0,unknown,0
24642,48,technician,married,secondary,no,3142,no,no,unknown,may,563,1,0,unknown,0
24643,26,admin.,single,secondary,no,787,yes,no,cellular,may,68,2,1,failure,0
24644,31,management,married,tertiary,no,430,yes,no,cellular,jul,137,16,0,unknown,0
24645,31,management,single,tertiary,no,12607,no,no,cellular,may,150,1,0,unknown,0
24646,54,housemaid,divorced,tertiary,no,9,no,yes,cellular,jul,136,3,0,unknown,0
24647,45,blue-collar,single,secondary,no,0,no,no,cellular,aug,374,2,1,success,1
24648,20,student,single,secondary,no,1191,no,no,cellular,sep,500,2,1,failure,0
24649,55,blue-collar,married,primary,no,761,no,no,unknown,jun,67,1,0,unknown,0
24650,52,technician,married,secondary,no,117,no,no,cellular,feb,959,3,6,success,1
24651,51,services,married,primary,no,10150,yes,no,cellular,aug,157,5,0,unknown,0
24652,59,retired,married,secondary,no,2467,no,no,cellular,nov,972,2,0,unknown,0
24653,58,technician,single,tertiary,no,388,no,no,cellular,nov,96,1,0,unknown,0
24654,48,blue-collar,married,secondary,no,729,yes,no,telephone,jul,277,1,0,unknown,0
24655,43,management,married,secondary,no,481,yes,no,telephone,nov,164,1,2,other,0
24656,56,management,married,tertiary,no,16377,no,no,cellular,aug,107,8,0,unknown,0
24657,33,admin.,married,secondary,no,0,yes,no,telephone,jul,1448,7,0,unknown,1
24658,32,blue-collar,married,primary,no,103,no,no,cellular,jul,312,1,0,unknown,0
24659,49,admin.,married,primary,no,686,yes,yes,cellular,apr,286,2,4,other,0
24660,26,blue-collar,married,secondary,no,490,yes,no,unknown,jun,82,5,0,unknown,0
24661,42,unemployed,married,secondary,no,-283,no,yes,cellular,jul,96,2,0,unknown,0
24662,38,management,divorced,tertiary,no,162,no,no,cellular,aug,323,4,0,unknown,0
24663,39,services,married,secondary,no,208,no,yes,cellular,feb,122,2,0,unknown,0
24664,39,management,single,tertiary,no,763,no,no,cellular,feb,543,1,1,failure,1
24665,40,blue-collar,single,secondary,no,406,no,no,cellular,nov,205,2,0,unknown,0
24666,38,management,married,tertiary,no,1875,no,no,cellular,nov,286,1,0,unknown,0
24667,73,retired,married,tertiary,no,1843,no,no,cellular,sep,106,2,0,unknown,1
24668,36,self-employed,single,tertiary,no,351,no,no,cellular,feb,82,1,0,unknown,0
24669,34,technician,divorced,secondary,no,89,yes,no,unknown,jun,101,5,0,unknown,0
24670,37,technician,single,tertiary,no,876,yes,no,unknown,may,213,4,0,unknown,0
24671,34,blue-collar,married,primary,no,455,yes,no,unknown,jun,372,3,0,unknown,0
24672,59,technician,married,secondary,no,316,no,no,cellular,aug,200,4,0,unknown,0
24673,31,blue-collar,married,secondary,no,5345,yes,no,cellular,nov,260,1,0,unknown,0
24674,44,blue-collar,married,primary,no,-315,yes,no,unknown,may,90,3,0,unknown,0
24675,33,management,single,secondary,no,239,yes,yes,cellular,jul,47,1,0,unknown,0
24676,31,unemployed,married,primary,no,309,yes,no,unknown,may,104,3,0,unknown,0
24677,32,blue-collar,divorced,primary,no,174,yes,no,telephone,jul,11,1,0,unknown,0
24678,36,management,single,tertiary,no,419,no,no,cellular,aug,122,2,0,unknown,0
24679,45,management,married,tertiary,no,1309,no,no,cellular,jul,367,1,0,unknown,1
24680,35,entrepreneur,married,secondary,no,10,yes,no,cellular,jul,314,7,0,unknown,0
24681,29,admin.,single,secondary,no,1261,no,no,cellular,feb,605,1,0,unknown,0
24682,35,technician,single,tertiary,no,7546,yes,no,cellular,dec,137,1,3,failure,0
24683,81,retired,married,primary,no,122,no,no,telephone,apr,201,1,0,unknown,0
24684,39,services,married,secondary,no,-311,yes,no,cellular,may,55,2,2,other,0
24685,27,technician,married,secondary,no,1103,no,no,unknown,jun,123,1,0,unknown,0
24686,52,admin.,married,secondary,no,1113,no,yes,cellular,jul,83,1,0,unknown,0
24687,38,self-employed,married,secondary,no,8094,no,no,cellular,may,94,7,0,unknown,0
24688,53,blue-collar,married,secondary,no,3397,yes,no,unknown,may,231,1,0,unknown,0
24689,49,technician,married,secondary,no,788,no,no,unknown,jun,162,7,0,unknown,0
24690,40,unemployed,divorced,secondary,no,193,yes,no,cellular,may,195,1,1,failure,0
24691,42,management,married,tertiary,no,831,yes,no,cellular,jul,455,3,0,unknown,0
24692,25,unemployed,married,secondary,no,1404,yes,no,cellular,nov,85,2,0,unknown,0
24693,43,services,married,secondary,no,68,yes,yes,cellular,may,159,1,0,unknown,0
24694,34,entrepreneur,married,secondary,no,3119,yes,no,cellular,nov,505,1,4,failure,0
24695,51,admin.,divorced,secondary,no,14215,no,no,cellular,aug,131,2,0,unknown,0
24696,52,entrepreneur,married,secondary,no,3332,yes,yes,cellular,may,182,4,0,unknown,0
24697,43,unemployed,married,secondary,no,511,yes,yes,telephone,feb,191,5,5,other,0
24698,32,management,married,secondary,no,375,no,no,cellular,aug,135,3,0,unknown,0
24699,51,technician,divorced,tertiary,no,0,no,no,cellular,aug,84,7,0,unknown,0
24700,53,retired,divorced,secondary,no,84,no,no,cellular,jul,336,1,0,unknown,0
24701,60,admin.,married,secondary,no,2552,no,yes,cellular,jan,255,2,4,other,0
24702,31,admin.,married,secondary,no,11839,yes,yes,cellular,nov,533,2,0,unknown,0
24703,32,technician,single,secondary,no,40,no,no,cellular,aug,419,2,0,unknown,1
24704,49,management,married,tertiary,no,64,no,no,cellular,nov,208,1,1,success,0
24705,54,technician,married,secondary,no,89,yes,no,cellular,jul,140,3,0,unknown,0
24706,77,retired,married,secondary,no,4112,no,no,telephone,jul,426,1,3,success,1
24707,52,services,married,secondary,no,1579,no,yes,cellular,aug,158,2,0,unknown,0
24708,31,management,divorced,tertiary,no,71,no,no,cellular,mar,119,1,0,unknown,1
24709,39,admin.,single,secondary,no,6512,no,no,unknown,jun,16,6,0,unknown,0
24710,32,technician,single,secondary,no,145,no,no,cellular,aug,135,2,0,unknown,0
24711,33,management,married,tertiary,no,516,yes,no,cellular,nov,245,4,0,unknown,0
24712,54,management,single,secondary,no,555,no,yes,cellular,jul,117,11,0,unknown,0
24713,35,blue-collar,married,secondary,no,153,yes,no,cellular,nov,645,2,0,unknown,0
24714,28,admin.,single,primary,no,25,yes,no,cellular,may,296,2,0,unknown,0
24715,50,unknown,married,unknown,no,558,no,no,cellular,jul,464,1,6,failure,1
24716,28,technician,married,tertiary,no,858,yes,no,cellular,jul,602,1,0,unknown,0
24717,45,technician,divorced,secondary,no,5862,yes,no,cellular,nov,352,1,3,other,0
24718,54,blue-collar,married,secondary,no,219,yes,no,unknown,may,341,5,0,unknown,0
24719,55,blue-collar,married,primary,no,828,yes,no,unknown,may,246,1,0,unknown,0
24720,19,student,single,secondary,no,88,no,no,cellular,sep,191,1,0,unknown,0
24721,51,technician,married,secondary,no,1490,yes,no,cellular,jul,227,2,0,unknown,0
24722,38,technician,married,secondary,no,253,yes,no,unknown,may,416,1,0,unknown,0
24723,53,services,married,unknown,no,2009,no,no,cellular,jun,250,1,0,unknown,0
24724,29,unemployed,single,secondary,no,1562,yes,no,cellular,feb,286,1,0,unknown,0
24725,39,services,married,secondary,no,104,yes,no,unknown,may,138,6,0,unknown,0
24726,59,management,married,secondary,no,1021,no,no,cellular,aug,89,2,0,unknown,0
24727,44,management,married,tertiary,no,309,yes,no,cellular,feb,676,1,0,unknown,1
24728,30,management,single,tertiary,no,156,yes,no,unknown,jun,174,9,0,unknown,0
24729,55,admin.,married,secondary,no,1102,yes,no,cellular,nov,195,1,2,failure,0
24730,50,management,married,tertiary,no,2570,no,no,cellular,nov,273,2,0,unknown,0
24731,49,blue-collar,married,secondary,no,64,yes,no,unknown,may,293,3,0,unknown,0
